fHI	fHeI	fHeII	z	T(K)
0.97862	0.97862	0.02138	10	100
Photon Energy	f_ion	f_heat	f_exc	n_Lya	n_{ion,HI}	n_{ion,HeI}	n_{ion,HeII}	Shull heating
10	0	1	0	0	0	0	0	1
10.2	0	0.99831	0.00169975	0.0012	0	0	0	1
10.404	0	0.998735	0.00127434	0.00070012	0	0	0	1
10.6121	0	0.997799	0.00221038	0.00190007	0	0	0	1
10.8243	0	0.996806	0.00320345	0.00210019	0	0	0	1
11.0408	0	0.996684	0.00332538	0.00250021	0	0	0	0.897131
11.2616	0	0.996568	0.0034413	0.00300025	0	0	0	0.890884
11.4869	0	0.993705	0.0063037	0.0048003	0	0	0	0.884722
11.7166	0	0.994438	0.00557082	0.00440048	0	0	0	0.878645
11.9509	0	0.991901	0.00810701	0.00700044	0	0	0	0.872652
12.1899	0	0.991914	0.00809371	0.0067007	0	0	0	0.866741
12.4337	0	0.990879	0.0091289	0.00720067	0	0	0	0.860912
12.6824	0	0.98945	0.0105582	0.00840072	0	0	0	0.855163
12.9361	0	0.987952	0.0120557	0.0103008	0	0	0	0.849493
13.1948	0	0.98529	0.0147178	0.012001	0	0	0	0.843901
13.4587	0	0.983204	0.0168035	0.0153012	0	0	0	0.838386
13.7279	9.90541e-05	0.982712	0.0171963	0.0162015	0.0001	0	0	0.832947
14.0024	9.71215e-05	0.977791	0.0221187	0.0217016	0.00010001	0	0	0.827583
14.2825	0.00038084	0.978781	0.0208453	0.0206022	0.00040001	0	0	0.822293
14.5681	0.000186719	0.977817	0.0220033	0.0215021	0.00020004	0	0	0.817075
14.8595	0.000732103	0.976841	0.0224336	0.0225022	0.00080002	0	0	0.81193
15.1567	0.00116638	0.970203	0.0286371	0.0300023	0.00130008	0	0	0.806855
15.4598	0.00158334	0.971994	0.0264289	0.027003	0.00180013	0	0	0.80185
15.769	0.00103495	0.966845	0.0321266	0.0348027	0.00120018	0	0	0.796914
16.0844	0.0030436	0.962108	0.0348543	0.0389035	0.00360012	0	0	0.792046
16.4061	0.00381296	0.962065	0.0341283	0.0369039	0.00460036	0	0	0.787245
16.7342	0.00398206	0.956857	0.039167	0.0453037	0.00490046	0	0	0.78251
17.0689	0.00382434	0.959876	0.0363056	0.0429045	0.00480049	0	0	0.77784
17.4102	0.00554572	0.955571	0.0388892	0.0469043	0.00710048	0	0	0.773235
17.7584	0.00635602	0.950203	0.0434469	0.0532047	0.00830071	0	0	0.768693
18.1136	0.00698219	0.950754	0.0422702	0.0530053	0.00930083	0	0	0.764213
18.4759	0.00728695	0.94672	0.0459994	0.0597053	0.00990093	0	0	0.759795
18.8454	0.00916447	0.942175	0.0486666	0.063006	0.012701	0	0	0.755438
19.2223	0.0107535	0.941929	0.0473238	0.0611063	0.0152013	0	0	0.751141
19.6068	0.0117912	0.934668	0.053547	0.0750061	0.0170015	0	0	0.746903
19.9989	0.0118321	0.936301	0.0518734	0.0730075	0.0174017	0	0	0.742723
20.3989	0.0142665	0.927207	0.0585328	0.0820073	0.0214017	0	0	0.738601
20.8069	0.0158169	0.923231	0.0609583	0.0916082	0.0242021	0	0	0.734536
21.223	0.0165962	0.927575	0.0558351	0.0823092	0.0259024	0	0	0.730527
21.6474	0.0177785	0.920797	0.061431	0.0924082	0.0283026	0	0	0.726572
22.0804	0.0200166	0.912747	0.0672428	0.104209	0.0325028	0	0	0.722673
22.522	0.0216771	0.91311	0.0652191	0.10561	0.0359033	0	0	0.718827
22.9724	0.0249222	0.910522	0.0645622	0.105611	0.0421036	0	0	0.715033
23.4319	0.0226349	0.905433	0.0719386	0.120111	0.0390042	0	0	0.711293
23.9005	0.0267994	0.898846	0.0743613	0.128312	0.0471039	0	0	0.707603
24.3785	0.0283939	0.899055	0.0725581	0.126113	0.0509047	0	0	0.703965
24.8661	0.0293139	0.891382	0.0793112	0.141713	0.0536051	0	0	0.700376
25.3634	0.0328674	0.888723	0.0784158	0.143214	0.0613054	0	0	0.696837
25.8707	0.0349565	0.8828	0.0822501	0.153714	0.0665061	0	0	0.693347
26.3881	0.0376724	0.881841	0.0804939	0.153515	0.0731067	0	0	0.689904
26.9159	0.0395417	0.873737	0.0867287	0.171715	0.0779073	0.0002	0	0.686509
27.4542	0.0403116	0.872567	0.087129	0.172017	0.0812078	0.00010002	0	0.683161
28.0033	0.045029	0.866893	0.0880856	0.181517	0.0920081	0.00040001	0	0.679859
28.5633	0.0451262	0.862507	0.0923747	0.194318	0.0946092	0.00010004	0	0.676602
29.1346	0.0477797	0.859069	0.093159	0.198719	0.102009	0.00020001	0	0.67339
29.7173	0.0517499	0.851887	0.0963714	0.20782	0.11201	0.00060002	0	0.670223
30.3117	0.0521349	0.850598	0.0972753	0.213421	0.115311	0.00050006	0	0.667099
30.9179	0.0557037	0.846335	0.0979696	0.222821	0.126112	0.00030005	0	0.664018
31.5362	0.0530349	0.846019	0.100954	0.235422	0.121913	0.00060003	0	0.660979
32.167	0.0576837	0.840422	0.101902	0.241424	0.135912	0.00030006	0	0.657982
32.8103	0.0591006	0.835604	0.105304	0.254724	0.140614	0.00110003	0	0.655027
33.4665	0.0625896	0.831184	0.106235	0.262425	0.152414	0.00090011	0	0.652112
34.1358	0.0654461	0.825539	0.109024	0.274626	0.160315	0.00220009	0	0.649237
34.8186	0.0666386	0.821152	0.112218	0.290827	0.167016	0.00200022	0	0.646402
35.5149	0.0665161	0.820171	0.113322	0.297529	0.171917	0.0010002	0	0.643606
36.2252	0.0687564	0.814578	0.116675	0.31313	0.180817	0.0013001	0	0.640849
36.9497	0.0751766	0.807168	0.117664	0.317731	0.200118	0.00230013	0	0.638129
37.6887	0.0739267	0.806362	0.119721	0.335232	0.20092	0.00220023	0	0.635447
38.4425	0.0764336	0.80188	0.121696	0.347034	0.21102	0.00280022	0	0.632801
39.2114	0.0764103	0.797785	0.125814	0.366935	0.216721	0.00200028	0	0.630193
39.9956	0.0792091	0.795999	0.124801	0.374537	0.229722	0.0018002	0	0.62762
40.7955	0.0827192	0.788367	0.128924	0.382837	0.242923	0.00290018	0	0.625082
41.6114	0.0872189	0.782468	0.130324	0.405438	0.259124	0.00430029	0	0.62258
42.4436	0.0875413	0.783641	0.128828	0.403641	0.264926	0.00460043	0	0.620111
43.2925	0.0916551	0.777385	0.13097	0.42954	0.283126	0.00480046	0	0.617677
44.1584	0.0936225	0.76918	0.137209	0.454643	0.294628	0.00520048	0	0.615277
45.0415	0.0950022	0.768082	0.136927	0.455445	0.307629	0.00390052	0	0.612909
45.9424	0.0982342	0.766436	0.135341	0.466746	0.322131	0.00540039	0	0.610574
46.8612	0.101803	0.758901	0.139307	0.489247	0.342332	0.00470054	0	0.608271
47.7984	0.100358	0.757355	0.142299	0.517849	0.340834	0.00660047	0	0.606
