fHI	fHeI	fHeII	z	T(K)
0.995323	0.995323	0.004677	10	100
Photon Energy	f_ion	f_heat	f_exc	n_Lya	n_{ion,HI}	n_{ion,HeI}	n_{ion,HeII}	Shull heating
10	0	1	0	0	0	0	0	1
10.2	0	0.992711	0.00729893	0.0045	0	0	0	1
10.404	0	0.992658	0.00735193	0.00470045	0	0	0	1
10.6121	0	0.991841	0.0081688	0.00600047	0	0	0	1
10.8243	0	0.985405	0.0146039	0.0101006	0	0	0	1
11.0408	0	0.983475	0.0165345	0.011701	0	0	0	0.629325
11.2616	0	0.982983	0.0170254	0.0131012	0	0	0	0.624829
11.4869	0	0.97728	0.0227289	0.0160013	0	0	0	0.620395
11.7166	0	0.973112	0.0268965	0.0216016	0	0	0	0.616021
11.9509	0	0.966215	0.0337935	0.0290022	0	0	0	0.611708
12.1899	0	0.961473	0.0385349	0.0319029	0	0	0	0.607455
12.4337	0	0.962815	0.0371931	0.0309032	0	0	0	0.60326
12.6824	0	0.951643	0.0483651	0.0412031	0	0	0	0.599123
12.9361	0	0.944343	0.0556649	0.0485041	0	0	0	0.595042
13.1948	0	0.931799	0.0682084	0.0598049	0	0	0	0.591018
13.4587	0	0.928369	0.0716379	0.065506	0	0	0	0.58705
13.7279	0.000693378	0.919426	0.0798883	0.0720066	0.0007	0	0	0.583135
14.0024	0.000776963	0.912217	0.0870128	0.0812072	0.00080007	0	0	0.579275
14.2825	0.000380907	0.905792	0.0938344	0.0875081	0.00040008	0	0	0.575468
14.5681	0.00186685	0.90178	0.0963602	0.0939088	0.00200004	0	0	0.571714
14.8595	0.00283701	0.889311	0.107859	0.110209	0.0031002	0	0	0.568011
15.1567	0.00385808	0.879468	0.116681	0.120811	0.00430031	0	0	0.564359
15.4598	0.00598147	0.876626	0.117399	0.123312	0.00680043	0	0	0.560757
15.769	0.00802021	0.863038	0.128948	0.136612	0.00930068	0	0	0.557205
16.0844	0.00989216	0.858774	0.13134	0.143214	0.0117009	0	0	0.553701
16.4061	0.0131795	0.845533	0.141294	0.157014	0.0159012	0	0	0.550246
16.7342	0.0136528	0.843583	0.142771	0.164016	0.0168016	0	0	0.546839
17.0689	0.0160141	0.833568	0.150425	0.179016	0.0201017	0	0	0.543478
