fHI	fHeI	fHeII	z	T(K)
0.9	0.9	0.1	10	100
Photon Energy	f_ion	f_heat	f_exc	n_Lya	n_{ion,HI}	n_{ion,HeI}	n_{ion,HeII}	Shull heating
10	0	1	0	0	0	0	0	1
10.2	0	0.99991	9.99853e-05	0	0	0	0	1
10.404	0	0.999814	0.000196051	0	0	0	0	1
10.6121	0	0.999721	0.00028831	0.0003	0	0	0	1
10.8243	0	0.999067	0.000942186	0.00030003	0	0	0	1
11.0408	0	0.999085	0.000923718	0.00090003	0	0	0	1.1078
11.2616	0	0.998741	0.00126784	0.00100009	0	0	0	1.10138
11.4869	0	0.999032	0.000976636	0.0005001	0	0	0	1.09506
11.7166	0	0.998529	0.00147974	0.00130005	0	0	0	1.08882
11.9509	0	0.998472	0.00153607	0.00110013	0	0	0	1.08267
12.1899	0	0.997483	0.0025254	0.00190011	0	0	0	1.0766
12.4337	0	0.998188	0.00181971	0.00120019	0	0	0	1.07061
12.6824	0	0.997661	0.00234693	0.00210012	0	0	0	1.06471
12.9361	0	0.997337	0.00267028	0.00260021	0	0	0	1.05889
13.1948	0	0.996332	0.00367568	0.00310026	0	0	0	1.05315
13.4587	0	0.99666	0.00334752	0.00280031	0	0	0	1.04749
13.7279	0	0.9968	0.00320759	0.00280028	0	0	0	1.0419
14.0024	0	0.996707	0.0032998	0.00330028	0	0	0	1.03639
14.2825	9.52077e-05	0.995571	0.00434123	0.00350033	0.0001	0	0	1.03096
14.5681	9.33502e-05	0.994975	0.00493867	0.00520035	0.00010001	0	0	1.02561
14.8595	9.15198e-09	0.994658	0.00534832	0.00570052	1.0001e-08	0	0	1.02032
15.1567	8.97253e-13	0.99373	0.00627706	0.00680057	1.0001e-12	0	0	1.01511
15.4598	8.79572e-05	0.994255	0.00566351	0.00630068	0.0001	0	0	1.00998
15.769	0.000862334	0.993329	0.00581474	0.00660063	0.00100001	0	0	1.00491
16.0844	0.00025371	0.993814	0.0059385	0.00670066	0.0003001	0	0	0.99991
16.4061	0.000497329	0.991445	0.00806338	0.00950067	0.00060003	0	0	0.994981
16.7342	0.000650119	0.990959	0.00839679	0.010201	0.00080006	0	0	0.990119
17.0689	0.000796719	0.991223	0.00798596	0.010001	0.00100008	0	0	0.985325
17.4102	0.00093732	0.990288	0.00878072	0.011201	0.0012001	0	0	0.980597
17.7584	0.000995528	0.991127	0.00788324	0.00930112	0.00130012	0	0	0.975934
18.1136	0.00150151	0.989375	0.00912894	0.0115009	0.00200013	0	0	0.971334
18.4759	0.00154572	0.988262	0.0101981	0.0122012	0.0021002	0	0	0.966799
18.8454	0.00209266	0.987292	0.0106209	0.0143012	0.00290021	0	0	0.962325
19.2223	0.00297131	0.986041	0.0109934	0.0155014	0.00420029	0	0	0.957914
19.6068	0.00235831	0.988501	0.00914558	0.0119016	0.00340042	0	0	0.953563
19.9989	0.00278798	0.986843	0.0103738	0.0139012	0.00410034	0	0	0.949272
20.3989	0.00353328	0.984083	0.0123892	0.0177014	0.00530041	0	0	0.94504
20.8069	0.00313731	0.983855	0.0130127	0.0178018	0.00480053	0	0	0.940866
21.223	0.00326798	0.983949	0.0127878	0.0178018	0.00510048	0	0	0.93675
21.6474	0.00383208	0.982553	0.0136197	0.0220018	0.00610051	0	0	0.93269
22.0804	0.00443443	0.981124	0.0144462	0.0215022	0.00720061	0	0	0.928686
22.522	0.00428717	0.98074	0.0149776	0.0233022	0.00710072	0	0	0.924738
22.9724	0.00467664	0.980793	0.0145347	0.0254023	0.00790071	0	0	0.920843
23.4319	0.00545547	0.979225	0.0153241	0.0264025	0.00940079	0	0	0.917003
23.9005	0.00563305	0.977359	0.017013	0.0292026	0.00990094	0	0	0.913215
24.3785	0.00686132	0.976203	0.0169401	0.0296029	0.012301	0	0	0.909479
24.8661	0.00754718	0.974625	0.0178323	0.033603	0.0138012	0	0	0.905795
25.3634	0.00766734	0.975256	0.0170813	0.0318034	0.0143014	0	0	0.902162
25.8707	0.00678117	0.97655	0.0166737	0.0295032	0.0129014	0	0	0.898578
26.3881	0.00814253	0.972484	0.0193781	0.036903	0.0158013	0	0	0.895044
26.9159	0.00924602	0.971309	0.0194497	0.0373037	0.0183016	0	0	0.891558
27.4542	0.00861909	0.970199	0.0211868	0.0416037	0.0174018	0	0	0.888121
28.0033	0.0100039	0.968553	0.0214478	0.0412042	0.0206017	0	0	0.884731
