fHI	fHeI	fHeII	z	T(K)
0.999	0.999	0.001	10	100
Photon Energy	f_ion	f_heat	f_exc	n_Lya	n_{ion,HI}	n_{ion,HeI}	n_{ion,HeII}	Shull heating
10	0	1	0	0	0	0	0	1
10.2	0	0.969314	0.0306955	0.0203	0	0	0	1
10.404	0	0.965112	0.0348971	0.024102	0	0	0	1
10.6121	0	0.963394	0.0366155	0.0254024	0	0	0	1
10.8243	0	0.937825	0.0621845	0.0463025	0	0	0	1
11.0408	0	0.931285	0.0687246	0.0515046	0	0	0	0.408661
11.2616	0	0.920225	0.0797838	0.0625052	0	0	0	0.405839
11.4869	0	0.900925	0.0990837	0.0766063	0	0	0	0.403056
11.7166	0	0.884066	0.115942	0.0930077	0	0	0	0.400312
11.9509	0	0.861421	0.138587	0.109909	0	0	0	0.397605
12.1899	0	0.847126	0.152882	0.126911	0	0	0	0.394936
12.4337	0	0.832352	0.167656	0.141713	0	0	0	0.392303
12.6824	0	0.806112	0.193896	0.166514	0	0	0	0.389706
12.9361	0	0.779142	0.220865	0.193617	0	0	0	0.387146
13.1948	0	0.745386	0.254622	0.228019	0	0	0	0.38462
13.4587	0	0.721088	0.27892	0.249723	0	0	0	0.382129
13.7279	0.00247635	0.708442	0.289089	0.265625	0.0025	0	0	0.379673
14.0024	0.00301071	0.684472	0.312525	0.292627	0.00310025	0	0	0.37725
14.2825	0.00533192	0.667635	0.32704	0.317929	0.00560031	0	0	0.374861
14.5681	0.0088679	0.650985	0.340154	0.332332	0.00950056	0	0	0.372505
14.8595	0.0108906	0.629679	0.359438	0.359433	0.011901	0	0	0.370181
15.1567	0.0176752	0.607435	0.374897	0.382536	0.0197012	0	0	0.367889
15.4598	0.020056	0.59767	0.382282	0.398838	0.022802	0	0	0.365628
15.769	0.0273377	0.577558	0.395112	0.42724	0.0317023	0	0	0.363399
16.0844	0.0355947	0.562542	0.401872	0.442643	0.0421032	0	0	0.3612
16.4061	0.0440149	0.548335	0.407659	0.452444	0.0531042	0	0	0.359032
16.7342	0.0478658	0.539621	0.412524	0.477345	0.0589053	0	0	0.356894
17.0689	0.0598335	0.527909	0.412268	0.480748	0.0751059	0	0	0.354785
17.4102	0.0701428	0.516632	0.413236	0.502848	0.0898075	0	0	0.352705
17.7584	0.0721377	0.513971	0.413903	0.51095	0.094209	0	0	0.350653
18.1136	0.0834105	0.50614	0.410462	0.517851	0.111109	0	0	0.34863
18.4759	0.0922273	0.495547	0.412239	0.533152	0.125311	0	0	0.346635
18.8454	0.102398	0.49487	0.402746	0.536453	0.141913	0	0	0.344667
19.2223	0.113832	0.483272	0.402911	0.549954	0.160914	0	0	0.342726
19.6068	0.117427	0.485714	0.396875	0.554055	0.169316	0	0	0.340812
19.9989	0.122196	0.485646	0.392174	0.557655	0.179717	0	0	0.338924
20.3989	0.1334	0.482952	0.383665	0.562956	0.200118	0	0	0.337063
20.8069	0.136144	0.48573	0.378142	0.565756	0.20832	0	0	0.335227
21.223	0.145457	0.484184	0.370377	0.561157	0.227021	0	0	0.333416
21.6474	0.150898	0.48296	0.36616	0.570456	0.240223	0	0	0.33163
22.0804	0.15416	0.483051	0.362808	0.576857	0.250324	0	0	0.329869
22.522	0.16122	0.479831	0.358967	0.587458	0.267025	0	0	0.328132
22.9724	0.164275	0.475916	0.359828	0.592959	0.277527	0	0	0.326419
23.4319	0.165001	0.472406	0.362612	0.620959	0.284328	0	0	0.324729
23.9005	0.168025	0.468248	0.363747	0.632762	0.295328	0	0	0.323063
24.3785	0.167519	0.460503	0.371998	0.659163	0.30033	0	0	0.32142
24.8661	0.171727	0.458051	0.370242	0.664466	0.31403	0	0	0.319799
25.3634	0.171674	0.451175	0.377171	0.696466	0.320031	0.0001	0	0.3182
25.8707	0.176698	0.442226	0.381096	0.71137	0.335632	0.00030001	0	0.316624
26.3881	0.177408	0.432597	0.390015	0.748571	0.343734	0.00030003	0	0.315069
26.9159	0.177649	0.423319	0.399053	0.767675	0.350734	0.00050003	0	0.313536
27.4542	0.183824	0.417745	0.398451	0.790477	0.370235	0.00050005	0	0.312024
28.0033	0.186526	0.414429	0.399065	0.803979	0.382137	0.00110005	0	0.310533
28.5633	0.190402	0.40692	0.402699	0.82868	0.397238	0.00150011	0	0.309062
29.1346	0.189998	0.394989	0.415034	0.874383	0.40184	0.00290015	0	0.307611
29.7173	0.202724	0.394272	0.403025	0.867487	0.43924	0.00210029	0	0.306181
30.3117	0.201338	0.387592	0.411093	0.903787	0.443744	0.00280021	0	0.30477
30.9179	0.206819	0.384626	0.408577	0.91709	0.465544	0.00260028	0	0.303378
31.5362	0.210876	0.378153	0.410994	0.955392	0.481647	0.00410026	0	0.302006
32.167	0.209987	0.377056	0.41298	0.962496	0.490048	0.00370041	0	0.300652
32.8103	0.215753	0.374189	0.410081	0.983796	0.512449	0.00450037	0	0.299317
33.4665	0.220308	0.373919	0.405796	0.997298	0.534251	0.00440045	0	0.298001
34.1358	0.223673	0.371853	0.404499	1.0055	0.551553	0.00550044	0	0.296703
34.8186	0.223061	0.36635	0.410613	1.0539	0.560855	0.00570055	0	0.295422
35.5149	0.231698	0.365582	0.402744	1.04871	0.594656	0.00580057	0	0.294159
36.2252	0.232797	0.360603	0.406625	1.0817	0.608059	0.00670058	0	0.292914
36.9497	0.234116	0.35944	0.406469	1.10581	0.622961	0.00730067	0	0.291686
37.6887	0.23491	0.353609	0.411505	1.13011	0.637162	0.00770073	0	0.290474
38.4425	0.238158	0.350392	0.411475	1.16891	0.663164	0.00560077	0	0.28928
39.2114	0.243281	0.344695	0.41205	1.18392	0.687966	0.00750056	0	0.288101
39.9956	0.240786	0.342201	0.417038	1.21932	0.692669	0.00860075	0	0.286939
40.7955	0.246899	0.33699	0.416136	1.26142	0.724269	0.00910086	0	0.285793
